AGN_name,RA,DEC,z,source,type,ALeRCE,prob_diff_top2,alert_offset,t0,te,tg,r0_g,r0_r,A_g,A_r,max_gap,peak_sigma_g,peak_sigma_r,excess_num_g,excess_num_r,delta_bic,flare_point_g,flare_point_r,flag_1,flag_2,flag_3,flag_4,flag_5,flag_6,flag_7,flag_8
J000953.24+355823.4,2.4718511,35.9731855,1.244,MQW,,Blazar,0.609,0.14,58415.9,11.5,10.2,42.89,81.35,104.5,120.31,192.2,3.76,3.57,1.0,6.0,-4.6,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J001004.79+222810.0,2.5199556,22.4694601,1.662,MDQ,,QSO,0.521,0.037,58741.0,0.2,1.8,56.55,63.96,24.58,50.61,205.2,3.28,3.48,0.0,2.0,46.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001008.19+260947.6,2.534143,26.163244,0.917,MQW,,QSO,0.002,0.141,60222.0,2888.6,750.1,161.12,186.58,95.83,105.94,1076.0,3.11,2.6,0.0,0.0,12.9,7.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J001027.79+285458.7,2.6157726,28.9163098,0.695,MW,,SN,0.079,0.128,58427.4,5.2,0.0,17.8,27.16,72.87,54.99,230.2,8.17,4.04,0.0,3.0,122.5,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J001028.74+204749.7,2.6197526,20.7971629,0.598,MQ,Blazar,,,,59897.7,38.7,30.0,48.34,57.25,173.16,316.1,1083.5,5.4,4.98,0.0,0.0,21.7,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J001030.21+224454.7,2.6258852,22.7485415,1.63,MDQW,,,,,58956.4,225.0,73.3,27.77,40.24,15.23,17.13,205.2,3.47,5.94,0.0,1.0,19.3,43.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001034.56+035223.9,2.6440115,3.8733231,0.071,M,,,,,59371.8,7.2,78.8,187.66,453.6,290.18,97.51,207.2,4.97,4.73,4.0,2.0,-5.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
J001043.31-250547.3,2.6804584,-25.0964723,0.057,M,,,,,59185.9,50.6,0.7,137.85,251.92,124.06,50.61,261.7,3.27,3.55,3.0,2.0,-2.1,3.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J001043.99+221105.5,2.6832949,22.184886,2.101,MDW,,,,,58770.8,402.3,229.3,12.56,15.81,6.39,6.3,254.1,3.02,5.18,2.0,2.0,8.1,56.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J001052.94+170656.3,2.7205834,17.1156563,1.202,MLQW,,,,,58311.2,136.0,112.8,53.33,75.23,29.52,30.11,1063.0,2.88,2.06,0.0,0.0,-3.1,15.0,13.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
J001057.40+353306.4,2.7391579,35.5517773,2.331,M,,,,,59348.5,48.6,136.3,10.64,10.48,8.25,9.65,255.2,4.14,3.7,1.0,1.0,-10.5,4.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J001058.81+102418.0,2.7450347,10.4050107,1.56,MDQW,,QSO,0.477,0.46,59581.5,4000.0,87.4,36.68,48.47,29.34,31.47,784.7,3.66,3.11,0.0,0.0,-2.5,19.0,28.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001103.78+081506.3,2.7657539,8.2517763,0.245,M,,,,,58444.5,17.5,7.5,22.34,80.78,10.62,33.13,228.2,4.5,3.75,1.0,6.0,-1.9,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J001121.99-015354.8,2.8416241,-1.898556,2.104,MD,,,,,59227.9,65.1,0.8,13.66,15.01,25.51,13.51,297.2,5.4,3.6,0.0,2.0,11.8,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
J001129.45+062150.4,2.8727193,6.3640263,0.489,MDQW,,,,,58326.6,101.5,205.6,67.91,73.15,50.36,39.56,1066.1,2.91,2.67,0.0,0.0,14.4,7.0,9.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
J001130.40+005751.8,2.8766825,0.9644108,1.49,MDQW,Blazar,Blazar,0.734,0.107,59732.4,56.9,165.1,44.18,75.05,131.79,135.78,205.2,4.23,4.05,0.0,1.0,-10.4,8.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J001131.59+235553.3,2.8816431,23.9314738,1.876,MW,,,,,59348.7,2.0,55.5,11.25,12.31,38.2,17.79,229.3,3.52,7.44,2.0,2.0,10.5,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J001135.46+042602.5,2.8977614,4.4340532,2.443,M,,,,,59370.7,28.2,152.6,10.19,10.16,14.8,10.49,323.0,2.61,3.31,0.0,0.0,1.2,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J001136.06-025951.0,2.9002384,-2.9975066,0.838,MW,,,,,59733.6,12.3,259.6,12.85,14.51,21.92,25.86,310.0,3.14,3.46,0.0,0.0,16.8,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
J001154.65+204708.2,2.9777067,20.7856297,2.455,MDQW,,,,,59229.2,930.7,238.1,41.59,50.07,37.77,42.51,1083.6,3.03,3.57,0.0,0.0,7.8,2.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001216.55+102809.8,3.0689694,10.4693877,1.572,MDQW,,QSO,0.685,0.561,59813.4,230.6,150.2,21.19,38.67,12.98,21.69,243.2,4.47,3.35,1.0,1.0,6.3,31.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J001228.14+043828.5,3.1172312,4.6412629,0.621,MLQW,,QSO,0.096,0.319,59274.5,4000.0,102.5,282.18,259.6,119.42,107.05,777.4,3.53,3.53,0.0,0.0,12.1,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J001239.27+384029.5,3.163632,38.6748771,0.4,MQW,,,,,60031.5,725.8,517.7,23.15,48.66,17.28,26.12,773.9,2.96,2.91,0.0,0.0,-0.3,6.0,10.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
J001242.78+101347.4,3.1782389,10.2298473,1.157,MLQW,,QSO,0.554,1.044,59482.8,180.0,404.7,65.19,96.28,30.86,36.61,218.2,3.13,3.95,0.0,1.0,6.4,40.0,81.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J001247.38+335338.4,3.197436,33.894021,1.682,MQW,Blazar,Blazar,0.55,0.025,59459.1,12.9,13.4,108.56,159.64,493.15,813.47,209.2,4.91,5.52,2.0,3.0,24.9,7.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J001250.40+003830.1,3.209984,0.6417055,0.937,MDQW,,QSO,0.596,0.351,60317.2,4000.0,0.0,49.62,56.29,14.06,27.03,273.1,3.29,3.69,2.0,0.0,-24.5,20.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001255.60+014751.0,3.2316666,1.7974997,0.434,MDQW,,AGN,0.072,0.154,58470.7,0.8,12.6,62.14,76.42,191.11,18.1,207.2,1.97,3.01,0.0,0.0,-27.7,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J001257.26+011527.3,3.2385791,1.2576096,0.505,MDLQW,,QSO,0.002,0.084,58301.5,90.7,226.7,52.24,59.91,76.9,55.45,289.1,3.41,3.46,0.0,0.0,7.2,29.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J001309.52+201320.8,3.2896631,20.2224598,1.45,MDW,,,,,58739.9,42.5,13.7,12.09,18.94,5.22,7.69,1077.1,1.58,3.55,0.0,0.0,-2.9,5.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J001312.67+345016.4,3.3028093,34.837899,0.265,M,,,,,59972.1,0.1,30.7,32.02,110.47,18.43,18.15,160.2,2.98,2.56,1.0,3.0,-19.9,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
J001315.21+312848.0,3.3133674,31.4800065,0.852,MQ,,,,,59836.3,1234.6,715.7,30.67,33.52,18.6,28.33,1099.1,3.09,3.14,0.0,0.0,10.9,6.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J001317.73+242908.1,3.323873,24.485607,0.175,M,,,,,59900.4,0.8,1.4,36.04,116.52,22.7,72.82,205.2,3.35,3.17,2.0,6.0,-4.3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J001322.71+014545.0,3.3446335,1.7624998,1.299,MDQ,,,,,58422.6,139.4,69.0,27.58,34.05,16.85,20.75,777.4,2.56,2.31,0.0,0.0,-0.4,4.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
J001323.54+511904.6,3.3480972,51.3179467,2.63,M,,,,,59969.1,43.6,39.3,22.46,60.01,15.7,15.72,154.7,4.84,4.2,4.0,3.0,27.1,2.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J001338.62+322342.3,3.4109319,32.3950821,1.714,M,,,,,60062.5,49.4,84.4,14.29,15.83,18.28,8.32,230.2,3.37,5.18,2.0,2.0,-5.8,1.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J001342.43+412747.0,3.4267745,41.4630816,0.47,MQW,,SN,0.368,0.188,60453.5,869.2,524.3,41.62,59.51,34.8,28.15,968.2,2.86,3.13,0.0,0.0,-12.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001349.10+201416.2,3.4546041,20.2378363,1.184,MDQ,,AGN,0.808,0.18,60619.3,435.0,341.8,32.59,47.07,31.13,27.45,375.1,3.63,3.2,0.0,0.0,0.1,15.0,23.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001354.13-042352.3,3.4755538,-4.3978708,1.076,MQW,Blazar,Blazar,0.476,0.114,59507.9,13.8,11.8,30.06,47.64,787.6,944.52,337.1,5.99,7.04,0.0,0.0,261.8,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001356.38+191041.9,3.4849028,19.1783106,0.473,MQW,Blazar,Blazar,0.756,0.058,58872.5,1.0,0.4,171.38,280.92,294.49,431.9,215.2,3.68,3.75,4.0,6.0,34.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J001408.12+043545.5,3.533813,4.5959986,2.287,MDQ,,,,,58861.9,4000.0,62.6,66.32,78.95,22.0,22.13,1066.1,2.97,2.35,0.0,0.0,8.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
J001428.74+003904.6,3.619733,0.6513007,1.163,MDQW,,,,,59008.5,151.5,171.9,25.7,41.03,58.63,53.41,778.0,2.25,2.78,0.0,0.0,30.0,11.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
J001435.68-021943.4,3.6486514,-2.3287319,0.352,MDQW,,AGN,0.197,0.134,60337.2,963.5,324.8,59.49,120.58,42.86,66.7,738.0,4.71,4.51,0.0,0.0,20.9,3.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J001440.57+280330.2,3.669032,28.0583998,1.883,MQ,,,,,60454.9,781.6,747.6,28.31,35.46,20.5,23.47,1099.1,3.55,2.69,0.0,0.0,-5.9,8.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001453.87+001915.1,3.7244383,0.3208631,1.853,MDQ,,,,,58451.4,47.3,20.8,22.92,25.01,38.25,122.78,258.2,4.26,6.37,0.0,0.0,13.1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
J001501.81-073417.6,3.757538,-7.5715601,0.823,MDW,,,,,59930.2,0.0,24.9,18.46,19.61,21.54,12.04,286.1,5.19,3.23,0.0,2.0,5.6,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J001502.38-094439.1,3.7599107,-9.7442165,0.336,MQW,,,,,59762.7,1203.7,16.3,87.06,99.19,69.53,59.94,366.0,3.6,2.67,0.0,0.0,3.7,17.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001507.47+110602.9,3.781144,11.1008145,0.703,MDQW,,,,,58833.7,94.8,25.6,85.93,100.73,37.7,33.98,218.2,4.21,3.76,1.0,0.0,12.5,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001507.63+205352.6,3.7818071,20.8979458,1.4,MDQW,,,,,60429.8,52.5,954.2,45.25,61.95,22.35,29.3,1077.1,3.57,2.92,0.0,0.0,5.8,3.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001512.75+245227.1,3.8031241,24.874217,0.899,M,,,,,60463.2,218.4,123.4,14.0,20.49,9.27,12.27,210.4,3.68,6.38,1.0,0.0,0.0,21.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J001514.31+151403.8,3.8096252,15.2344088,0.835,MLQW,,QSO,0.039,0.068,58464.8,82.0,699.9,201.8,214.5,57.86,67.91,215.2,3.04,3.22,0.0,0.0,5.0,54.0,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J001522.77+071107.6,3.844871,7.1854554,1.286,MLQW,,QSO,0.778,0.343,59262.1,1.2,0.0,52.02,83.39,0.0,45.82,207.2,3.39,3.61,3.0,1.0,3.1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
J001527.95+353639.0,3.8664449,35.6108453,0.57,MQW,Blazar,Blazar,0.289,0.263,59539.9,4.8,1.6,58.02,77.1,44.05,0.0,160.2,3.09,2.06,0.0,0.0,-8.4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
J001529.74+003823.1,3.8739209,0.6397632,0.04,M,,,,,58437.0,1.0,4.7,282.96,649.53,65.05,116.62,215.2,3.36,3.01,2.0,2.0,-20.7,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J001534.39-051652.1,3.8933038,-5.2811422,0.492,MQW,,QSO,0.335,0.221,60442.1,139.8,255.3,81.96,80.74,50.15,44.41,212.3,3.38,3.91,0.0,0.0,-12.4,39.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001540.36+172551.4,3.9181767,17.430953,2.15,M,,,,,60022.5,630.5,287.6,9.3,10.64,5.96,4.79,291.1,3.2,3.61,1.0,1.0,-11.6,60.0,63.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J001547.58+343958.7,3.9482522,34.6663063,1.851,MQW,,,,,59776.6,4000.0,387.1,34.94,39.18,14.89,12.66,1038.1,6.0,3.45,0.0,0.0,9.1,7.0,15.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001556.09+180118.6,3.9836987,18.0218564,1.0,MQW,,QSO,0.247,0.074,58451.6,222.8,2980.3,122.26,144.61,51.51,56.25,215.2,2.96,3.33,0.0,0.0,-9.2,50.0,53.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001556.22+051059.7,3.9842485,5.1832701,1.213,MQW,,,,,58853.1,226.5,142.2,44.5,62.73,20.81,19.11,207.2,3.9,3.3,0.0,1.0,-21.1,39.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J001602.60+280439.6,4.0108248,28.0776915,1.128,MQW,,,,,59914.2,701.2,815.6,11.0,17.68,23.84,26.22,1099.6,2.53,2.33,0.0,0.0,0.3,8.0,10.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
J001604.64+255400.0,4.0193432,25.9000199,2.123,MQ,,,,,60437.2,3.2,54.4,25.89,28.3,103.58,33.72,207.2,5.94,3.27,2.0,1.0,-4.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J001617.22+050946.5,4.0717466,5.1629244,1.448,MQW,,QSO,0.663,0.142,59002.8,896.5,391.6,15.61,27.04,33.84,40.66,234.2,4.27,3.24,0.0,0.0,13.5,129.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001630.44-093853.5,4.1268351,-9.6481931,0.24,MQW,,AGN,0.078,0.132,59528.7,167.5,38.4,190.83,240.5,105.11,92.93,273.1,4.52,4.49,0.0,0.0,23.5,11.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
J001639.02-130754.4,4.1625645,-13.1317846,0.9,MDQW,,Blazar,0.027,0.138,60170.5,953.1,212.0,67.58,64.41,71.9,78.75,223.2,2.35,3.35,0.0,0.0,-0.4,60.0,18.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001645.09-033112.6,4.1878647,-3.5201821,0.423,MDQW,,,,,58873.1,135.5,239.6,54.57,67.61,19.78,17.67,212.3,3.31,3.69,0.0,0.0,-7.5,32.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J001655.81-023936.8,4.232554,-2.6602405,0.104,M,,,,,58787.2,2.7,11.8,89.98,245.9,26.1,61.22,692.2,3.38,3.14,0.0,0.0,19.2,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001708.21+173056.0,4.2842019,17.5155781,2.201,MQ,,,,,59829.4,2322.6,476.4,15.74,16.62,9.28,11.61,1072.1,2.48,3.56,0.0,0.0,-2.3,4.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001720.71+054010.0,4.3362929,5.669468,1.403,MDLQW,,,,,59749.4,499.4,421.3,40.25,49.73,24.06,27.17,654.1,2.93,5.87,0.0,0.0,6.9,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J001721.26-023920.3,4.3385722,-2.6556435,1.87,MQW,,,,,58325.9,181.6,130.5,94.39,100.01,38.37,29.42,685.2,2.82,2.86,0.0,0.0,1.3,6.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
J001728.54-103745.3,4.3689317,-10.6292754,1.23,MDQW,,QSO,0.324,0.053,58482.1,91.4,4000.0,38.19,53.22,32.27,33.98,252.2,3.42,2.52,0.0,0.0,-5.6,32.0,38.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001728.60-031349.8,4.36916,-3.23051,0.021,M,,,,,58456.2,23.7,17.9,136.12,375.47,99.44,67.73,215.2,3.56,3.24,4.0,3.0,-19.6,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
J001728.85-001826.7,4.3701889,-0.3074403,0.112,M,,,,,60291.2,68.4,0.2,144.36,290.98,38.23,70.79,242.2,3.01,2.71,2.0,2.0,-17.4,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
J001734.07+334013.2,4.3919407,33.6703563,1.035,MQW,,QSO,0.337,0.169,59808.4,818.2,883.7,41.67,50.62,34.87,43.79,126.7,2.91,3.49,0.0,0.0,-13.8,266.0,318.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J001735.82-051241.7,4.3992426,-5.211601,0.227,MDQW,Blazar,Blazar,0.73,0.232,59807.4,0.0,16.7,263.38,341.7,983.4,2262.16,212.3,6.6,7.8,3.0,1.0,104.2,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J001736.90+145101.8,4.4037609,14.8505197,0.303,MQW,Blazar,Blazar,0.805,0.1,60189.4,9.0,19.3,107.98,200.85,219.23,294.78,219.7,6.2,6.35,0.0,0.0,131.9,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001740.25-060351.4,4.417721,-6.064298,2.316,MDQ,,,,,58358.4,1.2,1.0,41.15,45.62,72.79,101.32,212.3,3.2,3.57,1.0,0.0,-10.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J001748.94+335658.1,4.4539008,33.9494771,1.653,MLQW,,,,,60072.8,3.7,131.3,36.33,49.29,21.41,9.44,133.3,4.01,2.82,2.0,0.0,-12.5,4.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
J001753.83+005057.5,4.4742867,0.849329,1.358,MDW,,,,,58818.9,222.7,19.9,16.67,21.76,16.94,9.68,248.3,4.79,3.87,0.0,1.0,-5.6,3.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J001755.41+053729.5,4.4808622,5.6248857,2.295,MD,,,,,59361.4,16.6,63.8,13.66,16.4,47.84,25.24,240.2,3.91,2.93,1.0,0.0,-8.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J001756.17+071022.2,4.4840262,7.1728569,1.057,MDQW,,QSO,0.338,0.061,58447.7,121.1,4000.0,121.82,161.53,46.65,44.17,207.2,3.99,3.48,0.0,0.0,8.0,38.0,40.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001758.44+291105.3,4.4935033,29.1848197,0.162,MW,,,,,59707.5,8.0,43.4,41.45,100.34,56.13,7.72,143.9,3.13,5.96,4.0,4.0,-13.9,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
J001800.23+042607.2,4.5009564,4.4353482,0.082,M,,,,,58432.7,2.9,2.2,78.82,215.65,94.46,99.51,207.2,4.05,3.69,4.0,4.0,-4.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J001801.57+275321.9,4.5065404,27.8894336,0.988,M,,,,,59691.2,20.2,58.2,9.51,11.31,97.91,32.71,271.3,7.1,4.89,0.0,2.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
J001806.03-031751.9,4.5251166,-3.2977709,1.843,MQW,,QSO,0.502,0.292,60617.3,4000.0,299.0,55.46,60.97,39.8,47.01,766.8,3.29,5.84,0.0,0.0,18.7,15.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J001808.00-075827.5,4.533336,-7.9743177,0.9,MQW,,,,,58693.9,189.4,4000.0,41.07,44.73,28.07,33.31,435.2,2.81,2.81,0.0,0.0,2.2,3.0,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
J001810.71+010346.8,4.5446301,1.0630156,1.481,MD,,,,,59234.9,51.5,58.3,9.3,12.36,12.63,12.59,331.9,3.38,3.26,1.0,0.0,-0.2,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J001822.39+260021.9,4.5932736,26.006087,3.209,M,,,,,60121.4,918.3,379.6,33.31,47.82,10.4,19.77,1076.0,2.92,3.01,1.0,0.0,43.1,127.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J001823.78+320036.3,4.5990707,32.010103,1.149,M,,QSO,0.157,0.054,60430.4,4000.0,297.7,9.1,15.86,13.79,19.25,231.6,2.67,3.71,0.0,0.0,7.9,69.0,88.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001825.52-093421.2,4.6063131,-9.5725577,1.4,MQW,,AGN,0.445,0.133,58486.1,161.7,99.5,16.85,23.24,18.14,29.51,435.1,3.43,3.15,1.0,0.0,7.4,9.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J001828.10-003412.3,4.6170651,-0.5701066,0.069,M,,,,,60338.0,0.0,42.9,265.63,529.35,72.14,54.67,224.2,4.22,3.06,0.0,0.0,-6.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
J001847.88+294856.2,4.6994981,29.8156362,2.588,MQ,,,,,58770.0,1.4,1.5,28.53,35.06,47.24,28.15,172.2,9.02,5.13,4.0,4.0,88.8,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J001854.16+224138.4,4.725655,22.6940196,1.595,MDQW,,,,,59700.1,5.8,32.4,26.78,40.72,74.71,169.26,129.3,3.73,7.09,4.0,2.0,72.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J001901.17+222756.4,4.7548715,22.4656915,1.436,MQ,,,,,60320.7,16.4,4.4,28.83,37.07,40.38,29.68,172.2,6.21,4.4,2.0,8.0,10.4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J001906.95+335258.2,4.7789455,33.8828407,1.488,MQW,,,,,58770.4,1.7,1.6,27.28,34.47,21.4,34.48,215.2,1.93,4.18,2.0,1.0,9.4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J001908.22+154457.7,4.78425,15.74936,0.037,M,,,,,59253.5,0.0,20.7,405.85,1030.75,203.45,302.03,215.2,4.7,3.61,5.0,4.0,-3.4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J001908.87+281753.7,4.7869386,28.2982742,0.687,MQW,,SN,0.175,0.02,58740.7,164.5,65.7,125.37,153.78,84.16,89.82,132.5,3.16,3.2,0.0,0.0,28.1,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001909.24+351056.5,4.7884943,35.1823647,1.131,MQW,,,,,60381.5,56.1,414.7,84.36,118.85,67.32,54.0,773.9,2.98,3.44,0.0,0.0,6.6,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001912.61+220733.3,4.802542,22.1259181,0.9,M,,QSO,0.27,1.51,60618.8,182.1,129.6,49.95,50.21,19.99,29.38,207.2,5.79,4.53,0.0,1.0,48.9,33.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
J001920.15+384147.7,4.8339542,38.6966082,1.15,MQW,,,,,59097.4,2.9,333.7,45.62,70.77,10.63,12.08,773.9,4.11,2.56,0.0,0.0,-3.3,9.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
J001922.83-220527.9,4.8451167,-22.0910939,0.656,MW,,Blazar,0.418,0.059,58329.5,295.5,835.3,16.44,21.48,29.62,34.12,301.1,3.36,3.85,0.0,0.0,9.6,27.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001940.54+254030.4,4.9189035,25.6751326,2.815,MD,,,,,58440.0,4.6,3.6,11.1,13.44,14.27,35.95,248.1,3.43,6.01,2.0,1.0,7.9,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J001948.28+185506.3,4.9511679,18.9184428,0.928,MDQW,,QSO,0.178,0.224,60370.6,27.8,287.4,93.84,134.75,161.17,202.55,1064.4,2.9,3.18,0.0,0.0,-3.2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J001954.36+155740.3,4.9764839,15.961217,0.083,M,SN,Blazar,0.208,0.033,58775.2,40.0,9.3,221.4,405.41,161.43,154.31,141.8,5.1,4.47,0.0,0.0,52.6,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001959.96+352922.7,4.9998242,35.4896563,1.35,MLQW,,bogus,0.123,0.05,59901.7,8.6,283.8,125.57,192.24,6.36,9.31,121.3,1.52,1.82,0.0,0.0,-41.1,49.0,57.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
J002000.05-062001.4,5.00022,-6.33373,0.012,M,,,,,58432.8,2.8,1.5,310.28,643.56,442.87,168.36,215.2,6.02,3.66,3.0,6.0,38.8,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
