AGN_name,RA,DEC,z,source,type,ALeRCE,prob_diff_top2,alert_offset,t0,te,tg,r0_g,r0_r,A_g,A_r,max_gap,peak_sigma_g,peak_sigma_r,excess_num_g,excess_num_r,delta_bic,flare_point_g,flare_point_r,flag_1,flag_2,flag_3,flag_4,flag_5,flag_6,flag_7,flag_8
J112537.84+212042.1,171.4076465,21.3450512,0.089,MQW,,AGN,0.264,0.11,58434.5,119.5,122.0,124.25,259.13,125.73,147.82,150.4,5.43,4.82,0.0,0.0,64.8,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J112558.74+200554.3,171.4947599,20.0984263,0.133,MQ,,Blazar,0.376,0.131,58259.8,19.0,17.8,558.89,936.24,451.75,749.3,150.4,4.99,4.78,0.0,0.0,11.5,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J112841.92+505846.8,172.1746847,50.9796703,0.198,MDQ,,AGN,0.861,0.084,60285.7,68.3,307.5,77.9,174.51,36.95,48.1,145.5,4.55,4.85,1.0,0.0,24.4,39.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J112914.31+370317.9,172.3096319,37.0549767,0.445,MQ,Blazar,AGN,0.016,0.704,58752.9,148.4,82.3,70.19,99.33,136.93,207.15,198.1,3.95,3.54,0.0,0.0,30.3,28.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J113330.37-011510.6,173.376545,-1.2529431,0.552,MDQ,,QSO,0.294,0.167,58697.8,159.1,168.4,33.65,34.59,46.84,34.9,187.3,3.57,3.32,0.0,0.0,23.7,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J113335.99-090523.4,173.3999701,-9.0898331,0.992,MQW,Blazar,QSO,0.157,0.176,60445.7,4.3,3.4,83.9,105.81,171.35,229.39,248.3,6.42,7.22,0.0,0.0,371.7,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J113340.69+624224.4,173.4195528,62.7067811,0.94,M,,AGN,0.549,0.183,58761.1,62.6,266.8,14.87,17.75,18.02,19.27,295.0,4.13,4.59,0.0,0.0,14.1,48.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J113537.08+372936.9,173.9044933,37.4935915,0.178,MLQW,,Blazar,0.23,0.045,58417.1,18.3,128.8,142.55,193.12,101.1,92.8,142.2,3.92,3.78,0.0,1.0,18.4,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J113811.10+573918.1,174.5462337,57.6550541,0.411,MLQW,,Blazar,0.343,0.101,59842.1,207.6,103.3,270.63,318.17,304.54,300.1,128.2,3.64,4.3,0.0,0.0,152.9,35.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J113812.15+411352.8,174.5506318,41.2313364,0.574,MQW,Blazar,Blazar,0.748,0.008,58301.3,20.9,24.1,80.36,127.52,151.0,216.73,228.2,5.41,5.02,0.0,2.0,19.2,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J113900.50+420441.8,174.7520658,42.0783006,0.252,M,,AGN,0.577,0.258,58498.5,179.0,19.6,32.69,77.54,26.35,19.46,369.1,4.01,2.9,0.0,1.0,38.3,46.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J113913.92+335551.1,174.8079853,33.930872,0.032,MQ,,AGN,0.52,0.174,58859.2,0.2,21.6,872.26,1306.09,375.9,563.1,425.9,3.05,3.27,0.0,0.0,10.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J114007.33+500046.7,175.0305503,50.0129973,0.66,MQ,,AGN,0.448,0.416,59629.4,210.5,8.3,19.32,21.86,21.44,20.66,216.1,4.62,3.7,0.0,0.0,81.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J114054.89+401737.2,175.2287151,40.293683,0.18,M,,,,,58833.6,7.7,0.1,64.13,179.62,26.78,78.12,194.1,4.5,4.62,0.0,2.0,16.6,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J114057.21-021710.0,175.2383827,-2.2861105,0.049,M,,SLSN,0.011,0.067,58661.6,23.6,19.0,98.32,186.61,147.11,126.89,183.3,6.69,5.89,0.0,0.0,200.7,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J114112.23+641005.5,175.3009739,64.1681974,1.006,MQW,,Blazar,0.544,0.058,58529.2,7.4,14.3,14.81,20.79,56.39,87.43,196.3,5.35,6.29,1.0,0.0,92.6,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J114156.31+540659.8,175.4846419,54.1166323,0.185,MD,,AGN,0.454,0.02,58396.3,77.0,157.8,99.4,241.09,59.0,52.03,237.2,3.4,3.33,1.0,0.0,56.8,26.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J114312.10+612210.7,175.800413,61.3696582,1.325,MQW,Blazar,Blazar,0.808,0.038,58502.9,4.9,30.0,207.39,297.16,151.71,326.6,159.2,4.37,3.99,0.0,0.0,15.3,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J114428.00-212950.1,176.1166494,-21.497261,1.12,MQW,,AGN,0.238,0.217,59317.8,90.4,139.9,72.58,92.13,33.25,30.09,238.3,3.14,2.77,0.0,1.0,20.9,22.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J114529.88+215850.1,176.3744899,21.9805847,0.214,MW,,AGN,0.424,0.498,58837.5,58.1,81.7,45.92,112.58,24.56,27.75,164.3,3.57,4.72,0.0,0.0,24.5,16.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J114727.50+194811.9,176.8645865,19.8033237,0.516,M,,,,,58244.4,2.6,23.9,10.58,19.64,36.22,16.87,326.0,6.26,3.69,0.0,2.0,32.5,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J114936.36+274404.8,177.4015206,27.7346914,0.749,MDLQW,,QSO,0.255,0.261,59908.1,284.4,117.7,75.21,95.89,40.8,49.47,140.2,3.75,3.41,0.0,0.0,15.5,53.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J115101.68+710831.8,177.7570083,71.1421743,0.114,M,,,,,59836.6,88.8,102.5,87.15,162.25,26.76,34.46,168.3,3.26,2.93,0.0,2.0,21.5,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J115138.25+412503.1,177.90937,41.417553,0.351,M,,,,,58828.8,14.6,0.2,10.5,48.37,30.65,24.96,204.6,4.53,4.95,0.0,0.0,26.8,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J115203.55-112224.0,178.0147927,-11.3733583,0.049,M,,bogus,0.346,0.058,58270.5,565.8,47.9,660.64,1541.07,492.89,628.37,184.3,5.45,4.29,0.0,1.0,57.9,44.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J115706.06-002713.5,179.2752634,-0.4537722,0.127,MD,,SLSN,0.07,0.432,59102.3,211.4,91.7,37.39,56.69,47.38,75.45,217.3,3.09,3.33,0.0,0.0,59.3,29.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J115726.30+281322.4,179.3595724,28.2229119,0.27,MQW,,AGN,0.327,0.178,58434.5,119.3,144.9,27.62,73.92,29.75,29.64,170.2,3.97,5.37,0.0,1.0,24.2,25.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J115825.08+434929.4,179.6044815,43.8248371,1.2,MW,,,,,59390.0,1.0,4.8,10.74,15.73,29.2,29.63,265.3,4.58,5.19,0.0,0.0,11.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J115847.39+271342.5,179.6974785,27.2284896,0.683,MDQW,,QSO,0.442,0.394,59951.3,56.7,19.3,206.81,221.7,81.47,68.39,136.2,5.4,4.39,1.0,0.0,107.4,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J115912.63-143154.8,179.8026094,-14.5319139,0.5,MQ,Blazar,AGN,0.517,0.173,58892.3,25.0,26.6,49.08,73.17,49.77,71.24,249.1,3.77,4.73,0.0,0.0,32.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J115921.43-214244.9,179.8393036,-21.7124764,0.617,MQW,Blazar,Blazar,0.578,0.035,58896.0,3.4,5.3,171.86,222.51,677.38,907.12,238.3,4.89,5.0,1.0,1.0,25.1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J120034.47+490323.1,180.1436168,49.0564211,0.634,M,,,,,59801.7,287.4,9.7,10.49,14.31,21.76,21.42,174.3,4.01,3.74,0.0,1.0,18.1,31.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J120202.55+150038.5,180.510641,15.0107096,0.08,M,,bogus,0.11,0.279,58251.6,19.4,3.6,284.28,559.47,127.46,189.39,155.3,5.69,4.6,1.0,1.0,74.6,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J120234.22-052802.4,180.6426027,-5.4673586,0.381,MDQW,Blazar,Blazar,0.318,0.196,58641.2,2.7,1.2,709.02,828.19,572.26,672.65,183.3,5.72,6.2,0.0,0.0,334.1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J120250.90+283927.5,180.7120898,28.6576615,0.555,MQW,,QSO,0.128,0.094,59977.4,19.8,30.0,78.66,89.3,36.68,49.64,421.8,3.53,4.9,0.0,0.0,12.9,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J120355.33+581945.6,180.9805599,58.3293399,0.739,MQW,Blazar,AGN,0.364,0.108,58903.4,172.1,86.6,52.14,83.53,173.16,237.43,142.3,3.66,3.44,0.0,0.0,87.1,50.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J120422.33+380836.9,181.0930467,38.1435841,0.566,MDQW,,AGN,0.013,0.25,59685.3,96.7,187.2,488.25,474.98,136.91,112.4,147.3,3.96,3.67,0.0,0.0,26.8,32.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J120437.99+500024.0,181.1582932,50.0066872,0.39,MQW,,AGN,0.248,0.073,58890.9,41.4,13.2,29.58,51.72,43.42,35.17,159.3,3.94,3.43,0.0,0.0,56.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J120509.91+494201.5,181.2912945,49.7004413,0.459,MDQW,,AGN,0.297,0.201,59909.5,323.1,44.2,46.01,59.51,26.35,29.78,156.2,4.45,4.99,0.0,0.0,22.1,42.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J121234.21+172359.3,183.1425484,17.3998082,0.4,M,,Blazar,0.69,0.156,58827.3,53.2,118.6,19.5,30.43,42.75,59.58,180.2,3.87,3.65,1.0,0.0,52.2,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J121447.19+082533.4,183.6966062,8.4259543,1.69,MQW,,,,,58508.6,0.0,3.5,55.05,57.67,25.18,34.98,198.3,2.16,4.24,1.0,1.0,23.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J121541.72+533648.3,183.9238511,53.6134174,0.204,MDW,,,,,59384.5,20.1,8.6,40.68,92.35,19.94,24.49,150.1,4.96,4.05,1.0,0.0,59.5,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J121709.88+071129.6,184.2911851,7.1915737,0.007,M,,bogus,0.053,0.178,59186.4,0.6,7.1,1907.6,4974.95,2289.27,1420.96,204.4,8.34,2.65,1.0,1.0,71.7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J121741.60+504532.4,184.4233229,50.7590215,2.145,MQW,,,,,58506.4,1.8,1.3,49.91,85.12,17.94,26.86,224.1,4.03,3.5,0.0,0.0,12.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J121834.93-011954.3,184.6455427,-1.3317623,0.168,MQW,Blazar,Blazar,0.646,0.078,58871.8,6.5,0.0,673.84,896.64,1346.66,1914.14,194.3,4.5,4.23,0.0,0.0,72.9,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J122023.88-083043.1,185.0995124,-8.511987,0.23,MDLQ,,AGN,0.223,0.102,59841.2,152.1,118.1,172.08,367.1,230.44,303.31,176.3,3.1,3.51,0.0,0.0,25.8,17.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J122054.54+482656.0,185.2272345,48.4488947,0.44,MQW,,,,,58238.8,289.8,17.4,30.45,39.94,13.06,18.02,120.8,3.49,5.44,0.0,0.0,39.7,42.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J122326.37+075543.4,185.85988,7.9287473,0.128,M,,,,,59726.0,16.2,11.3,45.45,131.89,20.81,39.88,219.7,3.76,4.33,0.0,1.0,65.3,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J122421.19+575611.6,186.0882741,57.9365569,1.403,MD,,SLSN,0.076,0.023,59010.7,122.8,111.0,10.47,14.92,25.06,24.71,342.0,3.41,2.48,0.0,0.0,36.5,29.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J122454.46+212246.3,186.2269098,21.3795515,0.433,ML,Blazar,Blazar,0.207,0.11,58959.1,3.0,14.4,1709.55,1667.33,934.54,1382.85,163.3,4.66,5.23,0.0,0.0,360.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J122602.81+562254.7,186.5117187,56.3818728,0.712,MQW,Blazar,Blazar,0.481,0.049,60477.3,6.3,37.3,12.74,16.96,36.27,57.67,272.3,3.43,4.55,0.0,0.0,85.7,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J122616.29+002744.3,186.5678799,0.4623318,0.237,MQW,,AGN,0.451,0.194,60092.9,275.6,57.9,119.81,158.65,79.24,75.86,194.3,3.22,3.55,0.0,0.0,16.4,22.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J122630.82+275030.0,186.6284339,27.8416749,2.437,MQW,,,,,59923.5,61.8,33.6,44.01,49.03,17.59,18.82,318.8,6.79,3.86,0.0,0.0,37.3,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J122708.77+465226.5,186.7865557,46.8740364,1.619,MLQ,,QSO,0.275,0.635,59428.2,704.1,90.0,102.66,128.96,53.11,41.23,155.2,3.29,3.79,0.0,0.0,32.0,66.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J123115.74+222631.6,187.8155939,22.4421212,1.303,MLQW,,QSO,0.297,0.653,60224.5,63.5,142.4,153.87,201.23,76.82,51.8,163.3,3.86,3.68,0.0,0.0,11.8,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J123125.64+502212.8,187.8568436,50.3702415,0.261,MDW,,AGN,0.611,0.151,59385.2,106.6,120.7,38.18,95.44,50.8,43.82,136.0,3.63,3.45,0.0,0.0,31.7,42.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J123329.95+151257.6,188.3747753,15.2160111,2.0,M,,,,,59224.8,2.7,8.9,14.36,15.38,61.8,87.86,364.9,8.41,8.2,0.0,0.0,193.7,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J123337.71+570335.3,188.4071072,57.059806,0.351,MDL,,QSO,0.11,0.223,59358.7,38.4,46.9,13.34,23.34,23.14,18.48,175.3,3.34,3.57,1.0,1.0,57.6,23.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J123557.87+582122.9,188.9911458,58.3563699,0.212,MD,,AGN,0.816,0.107,58528.9,29.6,166.2,162.24,257.79,96.48,93.03,162.8,4.13,4.14,1.0,1.0,43.7,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J123625.44+492517.6,189.1060095,49.4215768,0.099,MD,,bogus,0.171,0.507,59695.2,84.8,105.4,298.15,491.86,98.68,111.87,199.2,3.25,4.7,0.0,0.0,28.6,28.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J123806.46+345548.3,189.5269272,34.9301042,0.245,MW,,AGN,0.831,0.292,58890.3,24.7,263.2,35.52,90.31,29.23,22.45,222.1,3.61,3.14,0.0,0.0,13.5,43.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J123856.17-010332.9,189.7340407,-1.0591381,0.208,MDQW,SN,SLSN,0.055,0.211,59711.4,73.2,26.3,36.85,62.66,215.09,227.86,241.2,3.88,4.25,0.0,0.0,311.6,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J123907.73+274844.3,189.782201,27.8123272,1.407,MQW,,,,,59301.3,1.0,0.4,70.88,84.48,29.29,25.75,167.4,3.8,4.9,1.0,0.0,44.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J123932.76+044305.2,189.8864837,4.7181209,1.759,MDQ,Blazar,Blazar,0.791,0.014,59347.3,21.9,6.0,82.53,102.79,165.93,237.32,228.1,4.72,4.51,0.0,1.0,38.4,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J124000.57+010924.3,190.0023858,1.1567649,0.079,M,SN,SNIa,0.038,0.953,59307.4,18.4,13.4,172.04,327.29,88.23,116.86,228.1,5.35,4.78,0.0,0.0,145.1,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J124002.14+261720.6,190.0089095,26.2890787,2.375,MQ,,CV/Nova,0.008,0.195,59188.6,2.6,10.0,26.38,28.17,48.68,73.63,441.7,5.6,6.51,0.0,0.0,211.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J124045.54+141648.8,190.1897413,14.2802359,1.729,MLQW,,,,,58507.3,1.8,3.5,31.44,42.88,37.14,26.71,198.2,7.24,4.04,0.0,0.0,65.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J124206.59+181024.7,190.5274481,18.1735281,2.1,MQW,,Blazar,0.454,0.289,58610.4,2.3,0.8,38.28,49.87,142.74,178.26,194.3,7.61,9.19,0.0,0.0,201.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J124310.40+353412.7,190.7933325,35.5702203,0.101,M,,,,,59898.7,11.1,16.7,94.75,226.32,35.79,123.53,163.3,3.65,6.17,2.0,0.0,51.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J124523.00+315219.5,191.3458134,31.8720874,0.241,ML,,AGN,0.664,0.077,58833.6,77.0,336.9,59.66,168.89,71.85,59.01,163.3,3.61,2.73,0.0,0.0,47.3,73.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J124544.01+182018.4,191.4333912,18.3384625,0.148,MW,,AGN,0.857,0.301,59283.0,127.7,88.8,50.6,110.73,36.35,34.35,207.8,3.83,3.4,0.0,0.0,149.4,52.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J124604.41+024848.9,191.5183766,2.8135908,1.1,MDQW,,QSO,0.485,0.315,60322.3,1.4,342.8,41.19,45.27,36.93,22.14,230.2,3.41,4.16,0.0,1.0,44.9,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J124653.26+253855.9,191.7219235,25.6488622,0.187,M,,,,,58836.0,2.0,2.1,89.55,247.79,83.89,104.44,165.3,5.46,3.15,0.0,0.0,28.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J124657.68+364718.3,191.7403301,36.7884357,0.164,M,,AGN,0.575,0.059,58787.5,94.5,0.6,110.15,217.84,63.08,94.78,128.8,3.15,5.57,1.0,0.0,43.1,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J124942.29+344929.0,192.4262206,34.8247269,0.438,MDLQW,,QSO,0.239,0.012,58666.8,20.2,5.7,85.74,102.96,39.41,35.47,128.8,5.19,4.94,1.0,0.0,72.3,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J125257.01+252503.9,193.2375521,25.4177757,0.296,MQW,,AGN,0.128,0.33,60053.1,23.4,4.2,159.03,212.28,65.66,56.46,164.2,5.11,4.71,0.0,0.0,275.4,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J125718.32+481609.8,194.3263359,48.2694144,0.065,M,SN,SN,0.695,0.296,59985.7,22.0,6.7,186.98,459.54,287.26,266.02,263.0,12.28,8.32,0.0,0.0,349.8,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J130125.70+484941.5,195.3570661,48.8282189,2.302,M,,,,,59049.5,79.1,94.4,16.65,23.36,14.74,20.12,144.3,4.16,3.27,0.0,0.0,22.0,21.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J130132.62+463402.8,195.3859103,46.5674501,0.206,M,Blazar,,,,59223.7,16.8,0.3,80.67,265.69,51.2,137.15,298.0,3.75,4.73,2.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J130236.53-214350.7,195.6522186,-21.7307523,1.59,MQW,,QSO,0.476,0.032,59300.4,106.1,98.0,110.91,138.58,38.46,35.14,246.2,4.36,3.37,0.0,0.0,26.7,35.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J130500.01+785435.8,196.2500403,78.90995,1.145,MQW,Blazar,,,,60483.0,6.3,6.3,13.35,19.22,18.58,24.51,346.0,3.11,3.39,1.0,1.0,14.6,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J130536.72+014259.5,196.4029988,1.7165536,0.185,MDW,,AGN,0.37,0.269,58982.9,72.0,132.3,82.49,170.81,43.56,44.0,214.2,3.23,2.9,0.0,1.0,40.0,27.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J130615.27+370548.5,196.5636116,37.0968046,0.229,MDQW,,AGN,0.606,0.027,58804.5,61.2,38.6,71.17,127.61,51.89,50.28,198.3,7.22,4.55,0.0,0.0,11.8,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J130638.32+653355.4,196.6596865,65.5653955,0.318,MQW,,AGN,0.331,0.271,58535.2,2.1,4.6,80.43,98.67,45.61,32.91,158.3,4.54,3.85,0.0,0.0,22.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J130710.05+492754.5,196.7918755,49.4651611,0.566,MQW,,QSO,0.155,0.105,59688.7,119.5,63.9,119.34,124.66,53.75,47.1,132.4,3.56,3.12,0.0,0.0,26.1,31.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J130815.54+311013.3,197.0647614,31.1703779,0.831,M,,AGN,0.233,0.331,58949.3,2.6,7.2,13.51,19.94,29.65,43.98,236.0,4.59,3.76,1.0,1.0,64.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J130925.53+430505.5,197.35636,43.0848817,0.694,MQW,Blazar,Blazar,0.788,0.094,58884.0,0.8,2.3,337.52,500.04,450.73,428.74,131.4,3.34,3.56,2.0,0.0,36.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J131016.76+334419.7,197.569821,33.7388107,1.793,MDLQW,,QSO,0.149,0.018,59997.1,255.5,275.1,149.94,179.49,63.72,56.6,134.8,3.27,3.23,0.0,0.0,18.8,53.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J131025.32+062003.6,197.6055077,6.3343416,0.05,M,SN,SNIa,0.213,0.547,60445.5,18.7,7.3,380.5,804.8,358.53,384.63,222.2,6.06,5.54,0.0,1.0,172.9,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J131043.19+441805.0,197.6799751,44.3013975,1.124,MQW,,QSO,0.292,0.097,59006.5,98.2,60.5,22.75,28.13,39.79,36.14,144.9,3.74,3.32,0.0,0.0,86.2,24.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J131059.40+323334.4,197.7475108,32.55957,1.641,MDQW,Blazar,Blazar,0.809,0.098,59083.1,479.0,15.0,34.2,46.98,83.06,125.48,210.1,3.61,3.26,0.0,0.0,27.8,40.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J131301.42-272258.8,198.2559214,-27.383009,1.567,MW,,SN,0.329,0.205,60102.1,10.0,36.3,23.87,25.73,31.62,34.21,446.8,2.65,3.3,0.0,0.0,16.7,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J131419.62+433212.4,198.5817492,43.5367961,0.076,M,,Blazar,0.003,0.12,58624.6,14.4,7.9,318.93,699.42,132.12,173.26,240.1,6.82,4.48,0.0,2.0,107.4,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J131428.86+431716.9,198.6202358,43.2880272,0.198,M,,AGN,0.088,0.053,58554.7,59.9,78.0,51.95,114.31,42.77,35.59,273.2,3.4,3.97,0.0,1.0,27.9,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J131443.81+234826.7,198.6825256,23.8074401,2.06,MQ,Blazar,Blazar,0.764,0.016,58676.6,1.5,1.8,422.68,538.47,476.37,439.01,195.1,3.26,3.98,1.0,0.0,106.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J131530.73+281119.7,198.8780562,28.1888189,0.657,MQW,,Blazar,0.417,0.304,58891.6,5.0,4.0,68.91,75.35,65.48,93.12,162.2,3.09,3.42,0.0,0.0,149.2,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J131756.07+491531.1,199.483621,49.2586625,0.092,M,,AGN,0.514,0.03,58990.0,16.8,3.9,109.44,180.35,42.41,51.69,223.2,6.43,5.07,1.0,1.0,138.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J132102.66+371609.4,200.2610885,37.2693019,2.182,MD,,AGN,0.315,0.078,58489.9,153.1,115.7,12.37,14.16,24.74,28.43,269.3,3.79,3.65,0.0,0.0,50.1,34.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J132224.32+441639.6,200.6013509,44.2776873,0.715,M,,QSO,0.057,0.187,58804.5,273.0,50.8,12.64,16.43,40.46,31.42,199.2,3.99,2.92,0.0,1.0,85.9,59.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J132226.14-022505.9,200.6089,-2.41833,0.023,M,,,,,58880.2,3.7,1.6,1247.64,2260.03,751.5,452.89,222.3,7.58,3.89,0.0,1.0,62.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J132243.09-021009.9,200.6795404,-2.1694243,0.076,M,SN,SNIa,0.358,0.19,59266.9,20.5,11.3,154.94,340.34,207.89,186.54,222.3,6.23,5.0,0.0,0.0,200.9,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
